Estimation_point,Date,Year,Road_Segment_Type,Lat,Long,Proj Lat,Proj Long,Region,Day Volume,AADT,AAWDT,Tom Tom Day,Tom Tom AADT,Tom Tom AAWDT,Pen Rate Day,Pen Rate AADT,Pen Rate AAWDT,Road Class,Road Class FID,Speed,Speed Limit FID,Lanes,Lane Number FID,descriptio,Aggregate,CensusDivision,Population2021,PopPerSqKm2021,Employment_rate,Employment_Count,Removed?,Note
1232995,10/2/2024,2024,Midblock,53.545388,-113.602625,5937249.933,29490.1897,NW,6471.0,6343.968321,6524.281535,1050.0,806.7677596,857.7022901,16.23%,12.72%,13.15%,Minor Arterial,8250,50,6698,3,13748,Parks and Services,Others,Division No. 11,600,4112.4,52.7,465.0,0,
1232998,10/2/2024,2024,Midblock,53.516697,-113.590346,5930631.24,27376.1612,NW,6926.0,6790.036252,6983.027957,989.0,780.9125683,839.3931298,14.28%,11.50%,12.02%,Collector,8716,40,7708,2,25318,Small Scale Residential,Residential,Division No. 11,346,1278.6,49.1,285.0,0,
1232980,10/2/2024,2024,Midblock,53.500287,-113.545434,5930750.931,24995.392,SW,1178.0,1047.06619,1110.054552,142.0,113.0737705,121.2862595,12.05%,10.80%,10.93%,Collector,4956,30,3299,2,8894,Small Scale Residential,Residential,Division No. 11,619,1899.4,50.5,475.0,0,
1232992,10/2/2024,2024,Midblock,53.490731,-113.541149,5932669.057,24373.6479,SW,16826.0,14955.80281,15855.49906,3625.0,2977.674863,3103.412214,21.54%,19.91%,19.57%,Minor Arterial,20076,60,14444,2,20186,Alternative Jurisdiction,Others,Division No. 11,493,320.8,58.8,485.0,0,
1233000,10/2/2024,2024,Midblock,53.492016,-113.567248,5928687.541,28254.7933,SW,2472.0,2197.239068,2329.418381,352.0,338.9699454,341.8244275,14.24%,15.43%,14.67%,Collector,50240,30,10235,2,11945,Parks and Services,Others,Division No. 11,670,805.7,56.9,510.0,0,
1234353,10/8/2024,2024,Midblock,53.566192,-113.541181,5929999.981,38601.8608,NW,1497.0,1503.352734,1546.082198,210.0,150.5519126,165.129771,14.03%,10.01%,10.68%,Collector,3658,30,2083,2,26232,Small Scale Residential,Residential,Division No. 11,536,1949.8,51.1,470.0,0,
1234738,10/9/2024,2024,Midblock,53.553472,-113.590392,5933025.58,36938.089,NW,13104.0,12846.75643,13211.89696,2120.0,1901.808743,2004.125954,16.18%,14.80%,15.17%,Minor Arterial,8257,50,2306,3,29536,Small Scale Residential,Residential,Division No. 11,451,1823.0,52.5,400.0,0,
1234755,10/9/2024,2024,Midblock,53.516284,-113.57797,5934967.802,38536.7719,NW,40202.0,39412.79778,40533.01905,9534.0,8324.153005,8542.793893,23.72%,21.12%,21.08%,Minor Arterial,5262,60,6128,2,6395,Small Scale Residential,Residential,Division No. 11,469,3000.6,53.9,380.0,0,
1236120,10/9/2024,2024,Midblock,53.556221,-113.570055,5935779.101,34961.5436,NW,1453.0,1424.476274,1464.96385,194.0,120.6666667,135.1946565,13.35%,8.47%,9.23%,Collector,9033,40,12085,2,3526,Small Scale Residential,Residential,Division No. 11,707,2716.1,57.1,595.0,0,
1236126,10/9/2024,2024,Midblock,53.561346,-113.546232,5943440.536,31132.868,NW,589.0,577.4373885,593.8497642,61.0,53.36612022,56.94274809,10.36%,9.24%,9.59%,Local,13342,30,1839,2,24090,Parks and Services,Others,Division No. 11,630,3539.3,55.9,510.0,0,
1236139,10/9/2024,2024,Midblock,53.567408,-113.561377,5943318.798,32469.4712,NW,1139.0,1116.640383,1148.378407,170.0,129.704918,144.9160305,14.93%,11.62%,12.62%,Collector,8883,30,7506,2,19050,Small Scale Residential,Residential,Division No. 11,423,2539.0,57.9,285.0,0,
1236146,10/9/2024,2024,Midblock,53.567259,-113.554846,5931105.369,27171.4916,NW,745.0,730.374965,751.1342518,70.0,47.48087432,52.84732824,9.40%,6.50%,7.04%,Local,10352,30,3244,2,24246,Parks and Services,Others,Division No. 11,607,2606.3,57.3,445.0,0,
1236626,10/9/2024,2024,Midblock,53.5079,-113.587335,5939595.812,37285.3318,NW,2994.0,2935.225027,3018.652282,446.0,366.1502732,377.389313,14.90%,12.47%,12.50%,Collector,8623,30,6065,2,21422,Parks and Services,Others,Division No. 11,628,1758.1,60.6,545.0,0,
1236637,10/9/2024,2024,Midblock,53.509094,-113.623212,5937657.003,38065.4719,NW,2638.0,2586.213635,2659.721015,417.0,392.2568306,392.5954198,15.81%,15.17%,14.76%,Collector,8522,30,6639,2,22958,Small-Medium Scale Transition Residential,Residential,Division No. 11,536,1003.6,60.9,435.0,0,
1258400,10/9/2024,2024,Midblock,53.526359,-113.632435,5936813.917,33976.6581,NW,1103.0,1081.347096,1112.081986,175.0,160.5765027,164.9923664,15.87%,14.85%,14.84%,Local,10456,30,12617,2,29228,Small Scale Residential,Residential,Division No. 11,683,2125.7,57.6,590.0,0,
1236152,10/9/2024,2024,Midblock,53.490388,-113.574266,5938869.861,36330.5622,SW,14131.0,12560.35003,13315.94302,2829.0,2301.295082,2405.753817,20.02%,18.32%,18.07%,Collector,6020,40,12138,2,6322,Small-Medium Scale Transition Residential,Residential,Division No. 11,991,3386.9,45.5,890.0,0,
1238619,10/16/2024,2024,Midblock,53.501524,-113.418206,5933803.76,20615.1544,SE,34265.0,31433.88873,32942.78234,7351.0,5807.797814,6253.698473,21.45%,18.48%,18.98%,Minor Arterial,26227,60,1017,2,14642,Business Employment,Commercial,Division No. 11,48,3.4,0.0,40.0,0,
1238623,10/16/2024,2024,Midblock,53.52883,-113.442924,5928695.782,21110.1147,SE,42055.0,38580.24779,40432.18186,9099.0,8651.827869,8556.370229,21.64%,22.43%,21.16%,Minor Arterial,7128,60,11678,4,1731,Small Scale Residential,Residential,Division No. 11,426,2445.5,60.5,380.0,0,
1238691,10/16/2024,2024,Midblock,53.546167,-113.418576,5934331.581,24222.3498,SE,17684.0,16222.87723,17001.60989,2655.0,2133.620219,2254.687023,15.01%,13.15%,13.26%,Minor Arterial,7654,50,8970,2,14773,Small Scale Residential,Residential,Division No. 11,685,1932.3,53.7,605.0,0,
1239495,10/22/2024,2024,Midblock,53.553707,-113.472424,5937881.99,23427.5441,Downtown,19014.0,17842.7045,18606.20093,5093.0,4493.857923,4413.152672,26.79%,25.19%,23.72%,Minor Arterial,21446,50,7414,4,26962,River Valley,Others,Division No. 11,548,20524.3,49.4,415.0,0,
1239430,10/22/2024,2024,Midblock,53.62279,-113.529433,5937493.244,19645.5943,NW,3171.0,3184.456594,3274.967702,459.0,439.7349727,437.6603053,14.47%,13.81%,13.36%,Collector,10160,40,5419,4,23284,Small-Medium Scale Transition Residential,Residential,Division No. 11,860,2436.3,56.3,720.0,0,
1239861,10/22/2024,2024,Midblock,53.568111,-113.499166,5932628.159,23817.2264,NW,20656.0,20743.6567,21333.24909,5026.0,4349.57377,4336.133588,24.33%,20.97%,20.33%,Minor Arterial,7830,50,9092,4,20020,Urban Institution,Others,Division No. 11,435,1520.4,52.6,380.0,0,
1241098,10/22/2024,2024,Midblock,53.621615,-113.509244,5939477.671,40734.5691,NW,3465.0,3479.704225,3578.607092,499.0,402.8415301,412.5381679,14.40%,11.58%,11.53%,Collector,9047,40,3404,4,11842,Parks and Services,Others,Division No. 11,1105,2732.4,45.1,865.0,0,
1239916,10/23/2024,2024,Midblock,53.512171,-113.590379,5940134.945,36879.8303,NW,4713.0,4620.479477,4751.806348,733.0,565.0928962,600.9351145,15.55%,12.23%,12.65%,Collector,28215,40,6833,4,25107,Small Scale Residential,Residential,Division No. 11,346,1278.6,49.1,285.0,0,
1241551,10/24/2024,2024,Midblock,53.587842,-113.436904,5942066.264,41503.3056,NE,25075.0,22426.51173,23238.54484,5097.0,4305.778689,4337.39313,20.33%,19.20%,18.66%,Minor Arterial,29227,50,9179,4,23225,Mixed Use,Others,Division No. 11,693,3552.0,44.3,575.0,0,
1241567,10/24/2024,2024,Midblock,53.570365,-113.425359,5934885.4,35978.2654,NE,12462.0,11145.73038,11549.30193,1984.0,1782.456284,1805.156489,15.92%,15.99%,15.63%,Minor Arterial,5343,50,12158,3,2904,Medium Scale Residential,Residential,Division No. 11,386,2113.9,67.2,305.0,0,
1241584,10/24/2024,2024,Midblock,53.56307,-113.487173,5933312.335,34106.1005,NE,10063.0,9000.119143,9326.001066,1434.0,1227.871585,1249.408397,14.25%,13.64%,13.40%,Minor Arterial,7525,50,1120,4,17164,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,846,6243.5,48.0,635.0,0,
1241612,10/24/2024,2024,Midblock,53.581386,-113.451407,5936809.742,36674.341,NE,32716.0,29260.44896,30319.92953,7402.0,6081.023224,6127.520992,22.63%,20.78%,20.21%,Minor Arterial,20105,50,5444,2,25339,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,574,856.5,54.7,475.0,0,
1240809,10/24/2024,2024,Midblock,53.536716,-113.689039,5925408.483,38723.2169,NW,21330.0,20872.03445,21465.27569,4278.0,3772.428962,3845.744275,20.06%,18.07%,17.92%,Minor Arterial,30014,60,5577,2,24056,Natural Areas,Others,Division No. 11,4202,2709.2,75.2,2900.0,0,
1241574,10/24/2024,2024,Midblock,53.490797,-113.681917,5931164.468,35171.8384,NW,2367.0,2316.17935,2382.011606,358.0,334.2213115,341.9580153,15.12%,14.43%,14.36%,Collector,29481,30,2197,2,17098,Parks and Services,Others,Division No. 11,1580,2683.9,67.9,1245.0,0,
1241595,10/24/2024,2024,Midblock,53.563413,-113.491791,5923459.002,31511.1511,NW,19134.0,18723.18364,19255.34857,4367.0,4478.382514,4597.866412,22.82%,23.92%,23.88%,Minor Arterial,21903,50,7647,2,25793,Medium Scale Residential,Residential,Division No. 11,491,3771.1,48.6,370.0,0,
1241604,10/24/2024,2024,Midblock,53.541305,-113.634588,5929757.15,24913.3246,NW,36911.0,36118.50274,37145.09099,7755.0,6611.346995,6761.160305,21.01%,18.30%,18.20%,Minor Arterial,5183,60,16758,4,32873,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,468,980.3,59.7,360.0,0,
1241618,10/24/2024,2024,Midblock,53.573244,-113.646312,5927959.368,42560.2538,NW,63778.0,62408.65508,64182.48254,14598.0,11762.14481,12797.22901,22.89%,18.85%,19.94%,Major Arterial,27040,100,12020,3,22704,Medium Industrial,Industrial,Division No. 11,134,7.3,52.0,125.0,0,
1241638,10/24/2024,2024,Midblock,53.569906,-113.703432,5926750.412,30400.2173,NW,64721.0,63331.40841,65131.46309,15513.0,13697.72951,14207.15649,23.97%,21.63%,21.81%,Major Arterial,8287,100,9737,3,22568,Medium Industrial,Industrial,Division No. 11,698,63.7,53.2,470.0,0,
1252128,10/24/2024,2024,Midblock,53.569875,-113.688997,5923759.923,37921.3986,NW,13274.0,12989.00071,13358.18422,2795.0,2171.937158,2308.801527,21.06%,16.72%,17.28%,Minor Arterial,22321,60,6693,2,23813,Business Employment,Commercial,Division No. 11,698,63.7,53.2,470.0,0,
1243276,10/29/2024,2024,Midblock,53.526017,-113.640829,5923200.032,38074.6576,NW,1161.0,1165.92687,1199.065753,109.0,89.03825137,88.33587786,9.39%,7.64%,7.37%,Collector,9833,40,17486,2,18321,Small-Medium Scale Transition Residential,Residential,Division No. 11,455,9027.8,63.8,345.0,0,
1243145,10/30/2024,2024,Midblock,53.586524,-113.384831,5924325.829,37879.8002,NE,20531.0,18871.78767,19555.10912,3439.5,3100.554645,3103.65458,16.75%,16.43%,15.87%,Minor Arterial,50022,60,652,2,31781,River Valley,Others,Division No. 11,1296,3231.1,54.5,1045.0,0,
1243600,10/30/2024,2024,Midblock,53.577116,-113.418387,5926764.077,41083.5145,NE,16082.0,14782.33351,15317.58145,2784.0,2502.467213,2524.022901,17.31%,16.93%,16.48%,Minor Arterial,5295,50,5790,3,15815,Small Scale Residential,Residential,Division No. 11,480,2905.6,53.4,365.0,0,
1243608,10/30/2024,2024,Midblock,53.592715,-113.442964,5925261.508,28170.2451,NE,20061.0,18439.77071,19107.44942,3628.0,3140.289617,3195.641221,18.08%,17.03%,16.72%,Minor Arterial,5968,50,7,3,30125,Small Scale Residential,Residential,Division No. 11,705,3029.7,60.7,610.0,0,
1250799,10/30/2024,2024,Midblock,53.609723,-113.372878,5926787.593,28450.5872,NE,2404.0,2209.720791,2289.731738,287.0,259.0191257,264.8854962,11.94%,11.72%,11.57%,Collector,9050,30,12059,2,20481,Parks and Services,Others,Division No. 11,538,3308.7,56.3,400.0,0,
1246225,11/5/2024,2024,Midblock,53.545608,-113.457185,5927084.916,31967.187,Downtown,6926.0,6807.455673,7099.758209,1125.0,1065.734973,1110.78626,16.24%,15.66%,15.65%,Minor Arterial,5331,50,14855,3,10952,River Valley,Others,Division No. 11,472,719.4,59.3,405.0,0,
1246229,11/5/2024,2024,Midblock,53.531598,-113.485601,5929323.981,21380.3125,Downtown,33756.0,33178.23761,34602.86429,8971.0,8722.286885,8835.89313,26.58%,26.29%,25.54%,Minor Arterial,31409,50,4748,4,16446,River Valley,Others,Division No. 11,678,1108.6,68.5,620.0,0,
1250996,11/19/2024,2024,Midblock,53.562851,-113.446458,5928943.875,23879.4626,NE,21268.0,20517.73165,21260.65047,4323.0,3677.852459,3737.022901,20.33%,17.93%,17.58%,Minor Arterial,7642,80,15512,3,15445,Medium Scale Residential,Residential,Division No. 11,487,1556.4,63.4,410.0,0,
1250674,11/19/2024,2024,Midblock,53.460258,-113.416943,5928973.562,24888.8491,SE,2569.0,2545.692087,2667.890729,384.0,335.1639344,343.7366412,14.95%,13.17%,12.88%,Collector,11034,30,2848,2,98,Small Scale Residential,Residential,Division No. 11,537,2950.5,54.1,425.0,0,
1250707,11/19/2024,2024,Midblock,53.512228,-113.469769,5928365.895,21838.0337,SE,5466.0,5416.408309,5676.407445,914.0,781.3005464,807.4274809,16.72%,14.42%,14.22%,Collector,20747,40,15599,2,22942,River Valley,Others,Division No. 11,571,2083.9,57.0,465.0,0,
1250781,11/19/2024,2024,Midblock,53.498381,-113.393821,5928684.368,28151.8071,SE,14958.0,14822.2897,15533.79117,2939.0,2158.967213,2404.973282,19.65%,14.57%,15.48%,Minor Arterial,27302,60,9835,3,11353,River Valley,Others,Division No. 11,54,5.0,90.0,50.0,0,
1250695,11/19/2024,2024,Midblock,53.443221,-113.525726,5933419.025,28802.6997,SW,4245.0,4033.957532,4276.628321,627.0,611.7868852,608.7175573,14.77%,15.17%,14.23%,Collector,8870,40,16323,2,9978,Small Scale Residential,Residential,Division No. 11,579,1899.0,61.5,520.0,0,
1253690,11/27/2024,2024,Midblock,53.500168,-113.624528,5930242.948,38590.6548,NW,2265.0,2246.832526,2310.693752,266.0,237.2131148,241.6832061,11.74%,10.56%,10.46%,Collector,20877,30,922,4,18039,Large Scale Residential,Residential,Division No. 11,749,12630.7,52.8,615.0,0,
1253677,11/27/2024,2024,Midblock,53.482883,-113.358827,5932630.97,37506.3869,SE,46424.0,44660.91287,46804.73182,10787.0,10627.62705,10887.40649,23.24%,23.80%,23.26%,Major Arterial,22053,80,10544,2,2504,Public Utility,Others,Division No. 11,2768,2021.8,73.8,2160.0,0,
1255295,12/4/2024,2024,Midblock,53.472862,-113.542128,5941134.316,30555.7692,SW,1993.0,2136.845139,2265.391335,274.0,224.8087432,237.2633588,13.75%,10.52%,10.47%,Local,50424,40,2600,2,11264,Parks and Services,Others,Division No. 11,610,779.1,63.2,475.0,0,
960019,6/1/2022,2022,Midblock,53.445503,-113.429214,5944076.104,38480.374,SouthEast,5850.0,5406.552502,6442.230563,688.0,780.1580851,767.8629175,11.76%,14.43%,11.92%,Collector,11332,30,4984,4,11135,Medium Scale Residential,Residential,Division No. 11,927,3666.9,34.1,690.0,0,
960049,6/1/2022,2022,Midblock,53.440461,-113.426975,5944092.559,37652.668,SouthEast,2096.0,1989.533216,2367.558403,202.0,236.9094055,0.0,9.64%,11.91%,0.00%,Collector,9507,40,11548,2,1809,Parks and Services,Others,Division No. 11,607,970.1,62.1,515.0,0,
959988,6/1/2022,2022,Midblock,53.450591,-113.429772,5944199.422,37655.3789,SouthEast,2201.0,2071.108382,2466.841024,179.0,225.3649354,0.0,8.13%,10.88%,0.00%,Collector,11327,30,8622,2,6136,Small-Medium Scale Transition Residential,Residential,Division No. 11,666,3490.6,54.7,585.0,0,
960032,6/1/2022,2022,Midblock,53.47226,-113.381229,5944125.017,30125.2762,SouthEast,2612.0,2407.757256,2866.436066,308.5,403.0717665,401.7723485,11.81%,16.74%,14.02%,Collector,20577,30,3608,2,13356,Public Utility,Others,Division No. 11,1363,4004.1,50.0,1120.0,0,
960493,6/2/2022,2022,Midblock,53.459607,-113.575847,5944093.729,30244.4666,SouthWest,1526.0,1257.813889,1569.913011,160.0,128.5303961,146.172996,10.48%,10.22%,9.31%,Collector,24153,30,5145,2,10489,Parks and Services,Others,Division No. 11,1361,4261.1,56.0,1090.0,0,
960497,6/2/2022,2022,Midblock,53.473305,-113.571488,5944094.588,30006.4876,SouthWest,4882.0,3955.666016,4569.836423,615.5,508.5640444,534.5235634,12.61%,12.86%,11.70%,Collector,10702,40,10723,2,3489,Parks and Services,Others,Division No. 11,561,1915.3,66.3,505.0,0,
960451,6/2/2022,2022,Midblock,53.475775,-113.518494,5944095.232,30659.1198,SouthWest,6317.0,5486.964714,6303.457892,630.0,639.3149663,687.0388408,9.97%,11.65%,10.90%,Collector,21532,50,7603,2,19982,Small Scale Residential,Residential,Division No. 11,622,1793.5,57.7,520.0,0,
963182,6/8/2022,2022,Midblock,53.496431,-113.677803,5941019.674,30369.5866,NorthWest,11387.0,12139.1278,11344.38251,1336.0,1556.289495,1544.891692,11.73%,12.82%,13.62%,Minor Arterial,30338,60,12911,2,26184,Medium Scale Residential,Residential,Division No. 11,2994,2226.0,68.5,2320.0,0,
963184,6/8/2022,2022,Midblock,53.492908,-113.640171,5941229.241,30356.9233,NorthWest,3015.0,3214.145105,3003.715927,310.0,294.2582929,296.7123201,10.28%,9.16%,9.88%,Collector,10813,40,2520,3,2022,Small Scale Residential,Residential,Division No. 11,486,2477.1,61.6,430.0,0,
963321,6/8/2022,2022,Midblock,53.493128,-113.624959,5941127.552,30243.8752,NorthWest,1530.0,1631.05871,1524.273754,124.0,121.0974265,124.538577,8.10%,7.42%,8.17%,Collector,49894,30,12710,4,3739,Parks and Services,Others,Division No. 11,511,2484.2,55.4,460.0,0,
962850,6/8/2022,2022,Midblock,53.487803,-113.670972,5927468.009,41906.9796,NorthWest,5055.0,4913.674475,4798.225031,589.0,567.3034022,571.1164143,11.65%,11.55%,11.90%,Collector,26665,30,938,4,32768,Parks and Services,Others,Division No. 11,3107,4122.9,66.6,2245.0,0,
977131,6/13/2022,2022,Midblock,53.559316,-113.411574,5927680.22,41895.8395,SouthEast,812.0,785.487874,933.3633793,4.0,50.27647073,46.22922371,0.49%,6.40%,4.95%,Local,50120,40,1794,2,2144,River Valley,Others,Division No. 11,806,598.9,56.6,645.0,0,
965522,6/15/2022,2022,Midblock,53.490365,-113.575818,5927553.588,41818.4558,SouthWest,12744.0,10832.64543,12948.94177,1691.5,1720.917162,1822.248646,13.27%,15.89%,14.07%,Collector,20537,40,17379,2,6323,Parks and Services,Others,Division No. 11,991,3386.9,45.5,890.0,0,
965314,6/16/2022,2022,Midblock,53.532874,-113.565576,5944619.655,30349.9437,NorthWest,23469.0,24573.20571,22964.40484,3565.0,3291.913605,3339.845865,15.19%,13.40%,14.54%,Minor Arterial,5855,60,13503,4,16400,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,566,1670.6,64.4,505.0,0,
965491,6/16/2022,2022,Midblock,53.519374,-113.571687,5944483.701,30434.1073,NorthWest,23599.0,24709.32215,23091.60977,3687.0,3268.727041,3260.602766,15.62%,13.23%,14.12%,Minor Arterial,8981,60,4405,4,18807,Small Scale Residential,Residential,Division No. 11,604,2771.9,66.7,510.0,0,
966615,6/21/2022,2022,Midblock,53.503708,-113.418345,5933268.758,25382.7555,SouthEast,31047.0,29889.10889,35375.13536,4177.0,4970.385095,5378.487417,13.45%,16.63%,15.20%,Minor Arterial,11246,60,1558,2,31632,Business Employment,Commercial,Division No. 11,48,3.4,0.0,40.0,0,
966715,6/21/2022,2022,Midblock,53.525244,-113.434401,5933095.95,25510.8606,SouthEast,12101.0,11649.69584,13787.95095,1485.0,1703.232937,1817.643311,12.27%,14.62%,13.18%,Minor Arterial,21143,60,2010,2,18478,Small Scale Residential,Residential,Division No. 11,347,2644.8,56.3,320.0,0,
967565,6/21/2022,2022,Midblock,53.525242,-113.438619,5933438.098,25511.6981,SouthEast,11989.0,11541.87285,13660.33749,1518.0,1763.055735,1879.527635,12.66%,15.28%,13.76%,Minor Arterial,21142,60,2010,2,18596,Small Scale Residential,Residential,Division No. 11,347,2644.8,56.3,320.0,0,
408952,6/29/2022,2022,Estimation,53.6021014,-113.5383815,5932791.551,24519.8814,NorthEast,7106.0,6735.255949,7350.027441,261.0,320.7891983,319.3474349,3.67%,4.76%,4.34%,Local,7072,50,9791,2,25829,General Commercial,Commercial,Division No. 11,1052,2381.2,57.5,765.0,0,
435005,6/29/2022,2022,Estimation,53.6280127,-113.4183041,5933097.753,24486.6905,NorthEast,2729.0,2586.618841,2822.716702,260.0,325.6844051,321.5904336,9.53%,12.59%,11.39%,Collector,19854,40,10376,2,26780,Public Utility,Others,Division No. 11,1937,5162.6,62.8,1480.0,0,
435729,6/29/2022,2022,Estimation,53.6282207,-113.4308136,5932945.302,24683.6685,NorthEast,6742.0,6390.24706,6973.527302,674.0,751.6439736,744.0364102,10.00%,11.76%,10.67%,Collector,25546,40,13001,4,32895,Neighbourhood Commercial,Commercial,Division No. 11,2271,5198.0,60.4,1680.0,0,
435737,6/29/2022,2022,Estimation,53.6291807,-113.4307597,5942542.612,39604.9625,NorthEast,7267.0,6887.856035,7516.556348,573.0,661.9618563,651.5732553,7.88%,9.61%,8.67%,Collector,30799,40,16253,4,32804,Medium Scale Residential,Residential,Division No. 11,2686,8422.7,68.7,1935.0,0,
330639,6/29/2022,2022,Estimation,53.6289993,-113.5445958,5942634.869,39285.4749,NorthWest,10505.0,11198.87042,10465.68352,730.0,721.4120295,705.1244549,6.95%,6.44%,6.74%,Collector,31552,40,7581,2,28125,General Commercial,Commercial,Division No. 11,1697,1300.1,69.1,1280.0,0,
319454,6/29/2022,2022,Estimation,53.6287113,-113.5427971,5942765.439,39563.4964,NorthWest,20520.0,21875.37564,20443.20093,2330.0,2357.8546,2331.056452,11.35%,10.78%,11.40%,Minor Arterial,29525,60,2725,2,22759,General Commercial,Commercial,Division No. 11,640,3198.4,62.4,545.0,0,
319460,6/29/2022,2022,Estimation,53.6287327,-113.5463944,5923179.025,32014.2447,NorthWest,15745.0,16784.97999,15686.07207,1805.0,1778.985654,1772.513094,11.46%,10.60%,11.30%,Minor Arterial,28725,60,5569,2,28125,General Commercial,Commercial,Division No. 11,1697,1300.1,69.1,1280.0,0,
420429,6/29/2022,2022,Estimation,53.6287007,-113.5365289,5923038.754,32076.1461,NorthWest,16054.0,17114.38989,15993.91558,1778.0,1811.679846,1785.573277,11.08%,10.59%,11.16%,Minor Arterial,29183,60,2725,2,22764,Small Scale Residential,Residential,Division No. 11,763,2906.7,57.1,665.0,0,
420431,6/29/2022,2022,Estimation,53.6287167,-113.5396046,5924592.056,33115.4829,NorthWest,17084.0,18212.42288,17020.06066,1906.0,1921.116626,1903.122313,11.16%,10.55%,11.18%,Minor Arterial,29183,60,2725,2,22764,Small Scale Residential,Residential,Division No. 11,763,2906.7,57.1,665.0,0,
444757,6/29/2022,2022,Estimation,53.6010821,-113.5412053,5924724.439,33117.9186,NorthWest,30459.0,32470.86094,30345.0028,3507.0,3832.210485,3831.494068,11.51%,11.80%,12.63%,Minor Arterial,21203,60,4060,3,29553,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,3634,2733.6,63.8,2900.0,0,
444761,6/29/2022,2022,Estimation,53.6029659,-113.5413762,5924657.093,32861.51,NorthWest,35311.0,37643.34255,35178.84348,3881.0,4182.058942,4182.115166,10.99%,11.11%,11.89%,Minor Arterial,21202,60,4060,3,29792,Neighbourhood Commercial,Commercial,Division No. 11,3634,2733.6,63.8,2900.0,0,
318040,6/29/2022,2022,Estimation,53.6020587,-113.5430939,5924663.778,33307.1211,NorthWest,7624.0,8127.576211,7595.466078,534.0,556.435278,554.893592,7.00%,6.85%,7.31%,Local,26495,50,9791,2,25822,General Commercial,Commercial,Division No. 11,3634,2733.6,63.8,2900.0,0,
530747,7/19/2022,2022,Estimation,53.4785203,-113.3687335,5924404.752,32132.0224,SouthEast,27265.0,26598.1332,31783.87686,3865.0,5381.116942,5415.605444,14.18%,20.23%,17.04%,Minor Arterial,20147,60,4461,4,13572,General Commercial,Commercial,Division No. 11,1137,2850.3,65.3,980.0,0,
530755,7/19/2022,2022,Estimation,53.480428,-113.368873,5924841.292,32122.625,SouthEast,35788.0,34912.67159,41719.47131,5126.0,6885.667343,6998.278627,14.32%,19.72%,16.77%,Minor Arterial,28737,60,14275,3,13573,General Commercial,Commercial,Division No. 11,1137,2850.3,65.3,980.0,0,
515960,7/19/2022,2022,Estimation,53.4792963,-113.3700555,5924653.515,32253.3973,SouthEast,12291.0,11990.37796,14328.09942,1066.0,1387.142726,1388.712415,8.67%,11.57%,9.69%,Collector,28063,50,13168,3,33353,General Commercial,Commercial,Division No. 11,1137,2850.3,65.3,980.0,0,
444801,7/27/2022,2022,Estimation,53.6334309,-113.5411514,5924651.177,31908.1204,NorthWest,23363.0,24405.37883,22807.56554,3370.0,3491.400746,3470.888701,14.42%,14.31%,15.22%,Minor Arterial,28124,40,2020,2,11568,Small Scale Residential,Residential,Division No. 11,1246,2415.7,73.9,900.0,0,
421800,7/27/2022,2022,Estimation,53.6322044,-113.5398923,5918173.676,30498.697,NorthWest,6674.0,6971.771533,6515.331609,788.0,811.9814922,801.3321386,11.81%,11.65%,12.30%,Collector,28031,40,866,2,10042,General Commercial,Commercial,Division No. 11,0,0.0,,,0,
305784,7/27/2022,2022,Estimation,53.5317,-113.617169,5918233.182,30538.6967,NorthWest,14022.0,14647.61469,13688.63947,1400.0,1705.154265,1735.67223,9.98%,11.64%,12.68%,Minor Arterial,20508,60,17357,2,24036,Medium Scale Residential,Residential,Division No. 11,1019,1203.5,52.7,930.0,0,
336069,7/27/2022,2022,Estimation,53.530141,-113.615251,5922614.479,28370.0456,NorthWest,42346.0,44235.33673,41339.26166,6147.0,5848.691334,5829.119118,14.52%,13.22%,14.10%,Minor Arterial,20436,60,17187,3,23578,Large Scale Residential,Residential,Division No. 11,1019,1203.5,52.7,930.0,0,
336073,7/27/2022,2022,Estimation,53.5332154,-113.6152105,5922395.268,28103.0022,NorthWest,45339.0,47361.87437,44261.10576,6426.0,6525.003554,6538.409989,14.17%,13.78%,14.77%,Minor Arterial,20433,60,17187,3,24019,Direct Development Control Provision,Direct Control Provisions,Division No. 11,568,735.0,51.6,320.0,0,
305824,7/27/2022,2022,Estimation,53.528436,-113.632401,5922470.871,28283.6478,NorthWest,9429.0,9849.690411,9204.833943,902.0,1082.50638,1124.655644,9.57%,10.99%,12.22%,Minor Arterial,33131,60,17357,2,24035,Medium Scale Residential,Residential,Division No. 11,548,4724.1,45.1,355.0,0,
336521,7/27/2022,2022,Estimation,53.5274529,-113.6302202,5922578.845,28192.7578,NorthWest,27800.0,29040.34291,27139.07982,3882.0,4149.554956,4082.619372,13.96%,14.29%,15.04%,Minor Arterial,20525,60,16170,2,10395,Small Scale Residential,Residential,Division No. 11,548,4724.1,45.1,355.0,0,
